"2017-11-16 13:51:03+2:00",0,"AIN1|Analog Input 1|mA|0.000000|1.000000|mA","AIN2|Analog Input 2|V|0.000000|1.000000|V","AIN3|Analog Input 3|V|0.000000|1.000000|V","AIN4|Analog Input 4|mA|0.000000|1.000000|mA","AIN5|Analog Input 5|mA|0.000000|1.000000|mA","AIN6|Analog Input 6|V|0.000000|1.000000|V","AIN7|Analog Input 7|V|0.000000|1.000000|V","AIN8|Analog Input 8|mA|0.000000|1.000000|mA","AO1|Analog Output 1|mA|0.000000|1.000000|v","AO2|Analog Output 2|mA|0.000000|1.000000|v","DIN1|Digital Input 1","DIN2|Digital Input 2","DIN3|Digital Input 3","DIN4|Digital Input 4","DIN5|Digital Input 5","DIN6|Digital Input 6","DIN7|Digital Input 7","DIN8|Digital Input 8","DO1|Digital Output 1","DO2|Digital Output 2","DO3|Digital Output 3","DO4|Digital Output 4","DO5|Digital Output 5","DO6|Digital Output 6","DO7|Digital Output 7","DO8|Digital Output 8","RTD1|RTD - 1|2wire|pt100","RTD2|RTD - 2|2wire|pt100",RLY1|RELAY-1,RLY2|RELAY-2,RLY3|RELAY-3,RLY4|RELAY-4
"2017-11-27 17:20:16+2:00",1,OutOfRange-0.000000,0.047264,0.052597,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:21:17+2:00",1,OutOfRange-0.000000,0.047506,0.052491,OutOfRange-0.000000,OutOfRange-4.000000,0.047491,0.047506,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:22:17+2:00",1,OutOfRange-0.000000,0.047142,0.052809,OutOfRange-0.000000,OutOfRange-4.000000,0.047476,0.047476,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:23:17+2:00",1,OutOfRange-0.000000,0.047384,0.052718,OutOfRange-0.000000,OutOfRange-4.000000,0.047384,0.047384,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0,0
"2017-11-27 17:24:17+2:00",1,OutOfRange-0.000000,0.047339,0.052006,OutOfRange-0.000000,OutOfRange-4.000000,0.047324,0.047339,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,-245.190002,0,0,0,0
"2017-11-27 17:25:17+2:00",1,OutOfRange-0.000000,0.047415,0.0524,OutOfRange-0.000000,OutOfRange-4.000000,0.047082,0.0474,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:26:17+2:00",1,OutOfRange-0.000000,0.04743,0.052779,OutOfRange-0.000000,OutOfRange-4.000000,0.04743,0.047445,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:27:17+2:00",1,OutOfRange-0.000000,0.047506,0.052506,OutOfRange-0.000000,OutOfRange-4.000000,0.047506,0.047506,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:28:17+2:00",1,OutOfRange-0.000000,0.047567,0.052567,OutOfRange-0.000000,OutOfRange-4.000000,0.047567,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:29:17+2:00",1,OutOfRange-0.000000,0.047582,0.052597,OutOfRange-0.000000,OutOfRange-4.000000,0.047582,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:30:17+2:00",1,OutOfRange-0.000000,0.047597,0.052597,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047612,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:31:17+2:00",1,OutOfRange-0.000000,0.047612,0.052612,OutOfRange-0.000000,OutOfRange-4.000000,0.047279,0.047612,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:32:17+2:00",1,OutOfRange-0.000000,0.047597,0.052597,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047597,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:33:17+2:00",1,OutOfRange-0.000000,0.047203,0.052536,OutOfRange-0.000000,OutOfRange-4.000000,0.047521,0.047521,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:34:17+2:00",1,OutOfRange-0.000000,0.047218,0.052567,OutOfRange-0.000000,OutOfRange-4.000000,0.047218,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:35:17+2:00",1,OutOfRange-0.000000,0.047218,0.052552,OutOfRange-0.000000,OutOfRange-4.000000,0.047218,0.047552,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,0,0,0,0,0
"2017-11-27 17:36:18+2:00",1,OutOfRange-0.000000,0.047203,0.052536,OutOfRange-0.000000,OutOfRange-4.000000,0.047188,0.047536,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:37:18+2:00",1,OutOfRange-0.000000,0.047173,0.052506,OutOfRange-0.000000,OutOfRange-4.000000,0.047157,0.047506,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:38:18+2:00",1,OutOfRange-0.000000,0.047112,0.052445,OutOfRange-0.000000,OutOfRange-4.000000,0.047112,0.047445,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:39:18+2:00",1,OutOfRange-0.000000,0.047097,0.052779,OutOfRange-0.000000,OutOfRange-4.000000,0.047112,0.047445,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:40:18+2:00",1,OutOfRange-0.000000,0.047112,0.052779,OutOfRange-0.000000,OutOfRange-4.000000,0.047112,0.047445,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:41:18+2:00",1,OutOfRange-0.000000,0.047127,0.05246,OutOfRange-0.000000,OutOfRange-4.000000,0.047127,0.04746,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:42:18+2:00",1,OutOfRange-0.000000,0.047521,0.052839,OutOfRange-0.000000,OutOfRange-4.000000,0.047173,0.047506,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:43:18+2:00",1,OutOfRange-0.000000,0.047506,0.052855,OutOfRange-0.000000,OutOfRange-4.000000,0.047521,0.047521,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:44:18+2:00",1,OutOfRange-0.000000,0.047218,0.052885,OutOfRange-0.000000,OutOfRange-4.000000,0.047218,0.047552,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:45:18+2:00",1,OutOfRange-0.000000,0.047233,0.052567,OutOfRange-0.000000,OutOfRange-4.000000,0.047233,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:46:18+2:00",1,OutOfRange-0.000000,0.047612,0.052612,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047612,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:47:18+2:00",1,OutOfRange-0.000000,0.047264,0.052249,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:48:19+2:00",1,OutOfRange-0.000000,0.047264,0.052612,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047612,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:49:19+2:00",1,OutOfRange-0.000000,0.047279,0.052612,OutOfRange-0.000000,OutOfRange-4.000000,0.047279,0.047612,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:50:19+2:00",1,OutOfRange-0.000000,0.047597,0.05293,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047597,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:51:18+2:00",1,OutOfRange-0.000000,0.047218,0.052552,OutOfRange-0.000000,OutOfRange-4.000000,0.047218,0.047552,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:52:18+2:00",1,OutOfRange-0.000000,0.047218,0.052536,OutOfRange-0.000000,OutOfRange-4.000000,0.047218,0.047552,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:53:19+2:00",1,OutOfRange-0.000000,0.047218,0.052885,OutOfRange-0.000000,OutOfRange-4.000000,0.047552,0.047552,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:54:19+2:00",1,OutOfRange-0.000000,0.047173,0.052839,OutOfRange-0.000000,OutOfRange-4.000000,0.047173,0.047506,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:55:19+2:00",1,OutOfRange-0.000000,0.047415,0.052415,OutOfRange-0.000000,OutOfRange-4.000000,0.047082,0.047415,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:56:19+2:00",1,OutOfRange-0.000000,0.047097,0.052763,OutOfRange-0.000000,OutOfRange-4.000000,0.047097,0.04743,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:57:19+2:00",1,OutOfRange-0.000000,0.04746,0.05246,OutOfRange-0.000000,OutOfRange-4.000000,0.047142,0.047476,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:58:19+2:00",1,OutOfRange-0.000000,0.047491,0.052491,OutOfRange-0.000000,OutOfRange-4.000000,0.047491,0.047491,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 17:59:19+2:00",1,OutOfRange-0.000000,0.047476,0.052809,OutOfRange-0.000000,OutOfRange-4.000000,0.047491,0.047491,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:00:19+2:00",1,OutOfRange-0.000000,0.047173,0.052506,OutOfRange-0.000000,OutOfRange-4.000000,0.047506,0.047491,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:01:19+2:00",1,OutOfRange-0.000000,0.047552,0.052552,OutOfRange-0.000000,OutOfRange-4.000000,0.047203,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:02:19+2:00",1,OutOfRange-0.000000,0.047567,0.0529,OutOfRange-0.000000,OutOfRange-4.000000,0.047233,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:03:19+2:00",1,OutOfRange-0.000000,0.047597,0.05293,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047612,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:04:19+2:00",1,OutOfRange-0.000000,0.047582,0.052582,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:05:19+2:00",1,OutOfRange-0.000000,0.047233,0.052567,OutOfRange-0.000000,OutOfRange-4.000000,0.047249,0.047567,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:06:19+2:00",1,OutOfRange-0.000000,0.047264,0.052264,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047597,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:07:19+2:00",1,OutOfRange-0.000000,0.047203,0.052521,OutOfRange-0.000000,OutOfRange-4.000000,0.047203,0.047521,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:08:20+2:00",1,OutOfRange-0.000000,0.047127,0.05246,OutOfRange-0.000000,OutOfRange-4.000000,0.047127,0.04746,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:09:19+2:00",1,OutOfRange-0.000000,0.047082,0.05243,OutOfRange-0.000000,OutOfRange-4.000000,0.047097,0.047415,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:10:20+2:00",1,OutOfRange-0.000000,0.047097,0.05243,OutOfRange-0.000000,OutOfRange-4.000000,0.047097,0.047415,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:11:20+2:00",1,OutOfRange-0.000000,0.047142,0.05246,OutOfRange-0.000000,OutOfRange-4.000000,0.047142,0.047476,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:12:20+2:00",1,OutOfRange-0.000000,0.047097,0.052097,OutOfRange-0.000000,OutOfRange-4.000000,0.047097,0.04743,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:13:20+2:00",1,OutOfRange-0.000000,0.047127,0.05246,OutOfRange-0.000000,OutOfRange-4.000000,0.047127,0.047476,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:14:20+2:00",1,OutOfRange-0.000000,0.047142,0.052476,OutOfRange-0.000000,OutOfRange-4.000000,0.047142,0.047476,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:15:20+2:00",1,OutOfRange-0.000000,0.047142,0.052491,OutOfRange-0.000000,OutOfRange-4.000000,0.047142,0.047491,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:16:20+2:00",1,OutOfRange-0.000000,0.047173,0.052188,OutOfRange-0.000000,OutOfRange-4.000000,0.047173,0.047506,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:17:20+2:00",1,OutOfRange-0.000000,0.047203,0.052536,OutOfRange-0.000000,OutOfRange-4.000000,0.047203,0.047552,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:18:20+2:00",1,OutOfRange-0.000000,0.047188,0.052536,OutOfRange-0.000000,OutOfRange-4.000000,0.047203,0.047536,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:19:20+2:00",1,OutOfRange-0.000000,0.047173,0.052506,OutOfRange-0.000000,OutOfRange-4.000000,0.047188,0.047506,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:20:20+2:00",1,OutOfRange-0.000000,0.047249,0.052582,OutOfRange-0.000000,OutOfRange-4.000000,0.047249,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:21:20+2:00",1,OutOfRange-0.000000,0.047249,0.052582,OutOfRange-0.000000,OutOfRange-4.000000,0.047249,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:22:20+2:00",1,OutOfRange-0.000000,0.047203,0.052203,OutOfRange-0.000000,OutOfRange-4.000000,0.047203,0.047536,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:23:20+2:00",1,OutOfRange-0.000000,0.047157,0.052506,OutOfRange-0.000000,OutOfRange-4.000000,0.047157,0.047491,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:24:20+2:00",1,OutOfRange-0.000000,0.047112,0.052445,OutOfRange-0.000000,OutOfRange-4.000000,0.047112,0.04743,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:25:20+2:00",1,OutOfRange-0.000000,0.047157,0.052491,OutOfRange-0.000000,OutOfRange-4.000000,0.047142,0.047476,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:26:20+2:00",1,OutOfRange-0.000000,0.047097,0.05243,OutOfRange-0.000000,OutOfRange-4.000000,0.047082,0.04743,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:27:20+2:00",1,OutOfRange-0.000000,0.047097,0.052415,OutOfRange-0.000000,OutOfRange-4.000000,0.047097,0.04743,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:28:21+2:00",1,OutOfRange-0.000000,0.047127,0.05246,OutOfRange-0.000000,OutOfRange-4.000000,0.047112,0.04746,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:29:21+2:00",1,OutOfRange-0.000000,0.047127,0.05246,OutOfRange-0.000000,OutOfRange-4.000000,0.047127,0.04746,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:30:21+2:00",1,OutOfRange-0.000000,0.047127,0.05246,OutOfRange-0.000000,OutOfRange-4.000000,0.047127,0.04746,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:31:21+2:00",1,OutOfRange-0.000000,0.047142,0.052476,OutOfRange-0.000000,OutOfRange-4.000000,0.047157,0.047491,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:32:21+2:00",1,OutOfRange-0.000000,0.047188,0.052203,OutOfRange-0.000000,OutOfRange-4.000000,0.047188,0.047521,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:33:21+2:00",1,OutOfRange-0.000000,0.047157,0.052491,OutOfRange-0.000000,OutOfRange-4.000000,0.047157,0.047506,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:34:21+2:00",1,OutOfRange-0.000000,0.047218,0.052218,OutOfRange-0.000000,OutOfRange-4.000000,0.047218,0.047552,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:35:21+2:00",1,OutOfRange-0.000000,0.047157,0.051839,OutOfRange-0.000000,OutOfRange-4.000000,0.047173,0.047506,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:36:21+2:00",1,OutOfRange-0.000000,0.047203,0.052203,OutOfRange-0.000000,OutOfRange-4.000000,0.047188,0.047536,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:37:21+2:00",1,OutOfRange-0.000000,0.047249,0.052582,OutOfRange-0.000000,OutOfRange-4.000000,0.047249,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:38:21+2:00",1,OutOfRange-0.000000,0.047173,0.052173,OutOfRange-0.000000,OutOfRange-4.000000,0.047157,0.047491,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:39:21+2:00",1,OutOfRange-0.000000,0.047218,0.052536,OutOfRange-0.000000,OutOfRange-4.000000,0.047218,0.047536,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:40:21+2:00",1,OutOfRange-0.000000,0.047233,0.052567,OutOfRange-0.000000,OutOfRange-4.000000,0.047233,0.047552,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:41:21+2:00",1,OutOfRange-0.000000,0.047264,0.052597,OutOfRange-0.000000,OutOfRange-4.000000,0.047264,0.047597,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:42:22+2:00",1,OutOfRange-0.000000,0.047157,0.052157,OutOfRange-0.000000,OutOfRange-4.000000,0.047157,0.047491,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:43:22+2:00",1,OutOfRange-0.000000,0.047157,0.052491,OutOfRange-0.000000,OutOfRange-4.000000,0.047157,0.047491,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:44:22+2:00",1,OutOfRange-0.000000,0.047203,0.052521,OutOfRange-0.000000,OutOfRange-4.000000,0.047203,0.047521,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:45:22+2:00",1,OutOfRange-0.000000,0.047218,0.052552,OutOfRange-0.000000,OutOfRange-4.000000,0.047218,0.047552,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:46:22+2:00",1,OutOfRange-0.000000,0.047249,0.052582,OutOfRange-0.000000,OutOfRange-4.000000,0.047249,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:47:22+2:00",1,OutOfRange-0.000000,0.047249,0.052597,OutOfRange-0.000000,OutOfRange-4.000000,0.047249,0.047582,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:48:22+2:00",1,OutOfRange-0.000000,0.047294,0.052294,OutOfRange-0.000000,OutOfRange-4.000000,0.047294,0.047627,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:49:22+2:00",1,OutOfRange-0.000000,0.047309,0.052325,OutOfRange-0.000000,OutOfRange-4.000000,0.047309,0.047643,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:50:22+2:00",1,OutOfRange-0.000000,0.047309,0.052643,OutOfRange-0.000000,OutOfRange-4.000000,0.047309,0.047643,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:51:22+2:00",1,OutOfRange-0.000000,0.047325,0.052673,OutOfRange-0.000000,OutOfRange-4.000000,0.04734,0.047658,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
"2017-11-27 18:52:22+2:00",1,OutOfRange-0.000000,0.047309,0.052325,OutOfRange-0.000000,OutOfRange-4.000000,0.047325,0.047658,OutOfRange-4.000000,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1411.476562,1411.476562,0,0,0,0
